amount,log_amount,hour_of_day,day_of_week,is_fraud
669.8,6.508471,12,0,0
4883.89,8.493902,17,3,0
1227.5,7.113549,14,5,0
4492.8,8.410454,23,0,0
2955.33,7.991704,9,4,0
3469.71,8.152114,14,4,0
2746.32,7.918381,10,6,0
1960.5,7.581465,23,2,0
408.83,6.015742,3,4,0
4831.16,8.483049,23,4,0
56.21,4.046729,12,3,0
2512.29,7.829348,2,0,0
1913.8,7.557368,18,6,0
2862.47,7.959789,17,3,0
1995.72,7.599261,9,6,0
1854.21,7.525753,16,1,0
3581.73,8.18388,22,3,0
1393.03,7.239954,1,4,0
4639.33,8.442541,10,6,0
2805.54,7.939708,2,2,0
1645.15,7.406195,3,6,0
3958.0,8.283747,1,1,0
2020.19,7.611442,6,0,0
4431.17,8.396645,18,2,0
3511.77,8.16416,9,1,0
1263.4,7.142353,13,2,0
2942.12,7.987226,11,1,0
3481.85,8.155606,18,3,0
2246.86,7.717734,4,0,0
454.13,6.120583,23,4,0
4036.96,8.303495,17,4,0
2672.46,7.891129,7,2,0
3132.92,8.05004,21,0,0
3380.3,8.126016,3,5,0
3129.92,8.049082,0,1,0
2504.79,7.826359,13,4,0
3663.79,8.206526,1,2,0
386.19,5.958916,22,2,0
1215.21,7.103495,5,5,0
1982.77,7.592754,2,4,0
4009.08,8.296566,22,1,0
1590.89,7.372677,22,5,0
882.17,6.783518,18,4,0
4004.65,8.295461,12,2,0
1355.36,7.21256,6,1,1
85.6,4.4613,1,1,0
1680.93,7.427697,15,4,0
4293.47,8.365083,9,1,0
63.56,4.167595,20,4,0
4501.0,8.412277,4,3,0
2489.76,7.820343,5,4,0
2970.21,7.996725,8,0,0
3106.17,8.041468,2,3,0
3374.58,8.124322,5,1,0
1473.32,7.295952,17,1,0
1222.26,7.109275,6,4,0
2317.06,7.748486,10,0,0
3745.85,8.228671,21,4,0
2316.62,7.748296,0,1,0
2763.48,7.924608,16,0,0
4413.28,8.3926,1,3,0
2332.68,7.755202,9,3,0
1214.98,7.103306,14,2,0
1780.76,7.485357,16,1,0
79.6,4.389499,8,2,0
1154.11,7.051951,2,3,0
4494.77,8.410892,5,2,0
618.16,6.428364,8,0,1
1274.46,7.151062,21,6,0
2363.65,7.768385,11,0,0
2104.39,7.652256,11,3,0
450.51,6.112598,19,1,0
4326.59,8.372766,3,6,0
4295.89,8.365647,19,1,0
4811.12,8.478893,7,6,0
3398.06,8.131254,20,1,0
2670.61,7.890437,3,5,0
4316.84,8.370511,23,3,0
2262.68,7.724747,8,2,0
1587.12,7.370306,3,0,0
1986.92,7.594844,0,1,0
257.96,5.556674,23,0,0
4903.79,8.497968,16,4,0
4764.4,8.469137,16,1,0
2275.3,7.730307,22,0,0
918.76,6.824113,9,5,0
4415.81,8.393173,13,2,0
3553.45,8.175956,20,4,0
2170.73,7.683279,12,0,0
3657.46,8.204798,10,4,0
3772.82,8.235843,11,2,0
725.13,6.587729,5,5,0
4519.79,8.416442,21,2,0
4990.79,8.51555,16,3,0
1274.55,7.151133,1,0,0
3565.15,8.179242,3,2,0
4875.36,8.492154,7,0,0
663.47,6.49899,11,6,0
2163.59,7.679986,18,6,0
2250.63,7.71941,3,5,0
4499.4,8.411922,2,5,0
3274.71,8.09429,0,3,0
922.03,6.827662,13,0,0
4749.62,8.46603,18,3,0
3.0,1.386294,12,4,0
3897.75,8.268411,11,0,0
4505.35,8.413243,21,2,0
1946.25,7.574173,8,1,0
2447.08,7.803059,1,6,0
991.47,6.900197,4,5,0
934.81,6.841412,7,2,0
2207.66,7.700141,22,1,0
4117.65,8.323281,23,2,0
1559.54,7.352787,2,4,0
839.53,6.734033,16,4,0
4148.41,8.330721,11,3,0
3594.24,8.187366,21,6,0
1309.95,7.178507,7,4,0
4912.98,8.499839,3,1,0
408.37,6.014619,21,5,0
1248.15,7.130219,9,4,0
900.62,6.804193,4,5,0
4052.68,8.30738,17,3,0
1116.55,7.018894,21,5,0
4794.49,8.475431,12,5,0
1195.56,7.087206,22,0,0
77.35,4.361186,19,5,0
4481.07,8.40784,0,6,0
319.27,5.769164,10,5,0
58.8,4.091006,1,2,0
1544.81,7.343303,7,5,0
3864.87,8.259942,0,5,0
2782.84,7.931587,11,4,0
2027.05,7.61483,20,4,0
2820.18,7.944911,12,3,0
2743.13,7.917219,16,0,0
327.95,5.795906,16,1,0
4001.24,8.294609,16,5,0
1760.36,7.473842,2,1,0
3147.45,8.054666,20,4,0
1138.03,7.037932,10,4,0
1593.69,7.374435,4,1,0
3320.84,8.108274,7,4,0
4488.94,8.409595,3,4,0
429.91,6.065899,17,4,0
1296.33,7.168064,21,5,0
1132.35,7.032933,10,0,0
1341.09,7.201983,23,5,0
2948.34,7.989337,5,2,0
4164.22,8.334524,12,6,0
189.85,5.251488,1,6,0
751.25,6.623069,4,6,0
2450.73,7.804549,14,0,0
4283.46,8.36275,0,4,0
4775.32,8.471426,12,6,0
4175.17,8.33715,3,2,0
2421.8,7.792679,9,2,0
2440.59,7.800405,23,1,0
4962.64,8.509895,10,1,0
4610.42,8.436291,22,2,0
4079.57,8.313992,14,0,0
782.63,6.663937,18,1,0
2374.86,7.773115,22,0,0
3059.59,8.026363,23,1,0
4389.74,8.387253,12,4,0
3688.69,8.213298,22,3,0
365.58,5.904217,8,3,0
2723.12,7.909901,2,6,0
2947.37,7.989008,4,2,0
32.1,3.499533,23,0,0
1695.05,7.436057,23,0,0
1224.33,7.110965,12,3,0
2964.9,7.994936,21,5,0
2463.41,7.809708,7,2,0
683.4,6.528543,16,6,0
4687.51,8.45287,5,3,0
107.22,4.684166,5,3,0
2984.82,8.00163,14,4,0
4138.15,8.328246,1,0,0
4767.87,8.469865,0,4,0
1562.8,7.354874,1,6,0
2539.44,7.840093,18,4,0
4254.95,8.356073,0,1,0
2775.89,7.929087,6,5,0
2276.84,7.730983,10,4,0
4186.02,8.339745,2,5,0
4311.49,8.369271,16,0,0
2795.0,7.935945,17,0,0
2494.42,7.822212,21,6,0
997.97,6.906725,1,5,0
494.21,6.204982,13,1,0
4669.02,8.448919,18,1,0
828.78,6.721161,23,1,0
1784.42,7.487409,4,0,0
3481.46,8.155494,23,0,0
4557.32,8.424709,20,4,0
762.86,6.638385,3,0,0
632.36,6.451039,21,2,0
1797.26,7.494575,5,2,0
171.31,5.149295,19,3,0
1993.97,7.598384,9,0,0
221.05,5.402903,17,3,0
3583.72,8.184436,4,6,0
1943.31,7.572662,17,1,0
2466.43,7.810932,9,0,0
3390.95,8.12916,7,6,0
3182.43,8.065715,18,1,0
983.46,6.892093,19,4,0
4048.29,8.306297,13,1,0
685.08,6.530994,17,4,0
4445.21,8.399807,11,5,0
4766.66,8.469611,4,5,0
4195.45,8.341994,8,6,0
4753.25,8.466794,23,0,0
4169.04,8.335681,4,3,0
1604.96,7.381477,5,0,0
3594.66,8.187483,17,2,0
3186.37,8.066951,19,5,0
3707.43,8.218364,21,1,0
1434.78,7.269464,1,3,0
3186.82,8.067093,1,4,0
764.13,6.640046,8,3,0
3483.69,8.156134,1,6,0
4243.46,8.35337,15,2,0
3409.61,8.134646,23,1,0
1094.62,6.999076,11,6,0
884.09,6.785689,13,3,0
1753.48,7.469928,1,6,0
2339.46,7.758103,9,0,0
3706.52,8.218118,20,2,0
2873.99,7.963804,7,2,0
1216.05,7.104185,22,1,0
3243.12,8.084599,12,4,0
3264.98,8.091315,13,6,0
982.81,6.891433,12,5,0
4159.5,8.333391,9,4,0
3312.7,8.105821,15,3,0
1210.24,7.0994,18,1,0
4271.87,8.360041,16,0,0
2078.79,7.640022,21,3,0
319.71,5.770537,0,0,0
2979.1,7.999712,10,3,0
3509.58,8.163537,3,5,0
4437.56,8.398085,15,6,0
3425.48,8.139289,3,6,0
1339.88,7.201081,9,4,0
3282.34,8.096616,17,5,0
4590.43,8.431947,20,0,0
4208.96,8.345208,5,0,0
3392.71,8.129679,21,5,0
635.26,6.455607,21,6,0
1135.13,7.035383,10,0,0
3034.89,8.01826,21,2,0
4870.97,8.491254,2,1,0
1463.31,7.289139,17,1,0
1165.07,7.061394,20,5,0
1827.59,7.5113,0,5,0
3488.55,8.157528,16,2,0
3348.49,8.116563,7,0,0
1662.72,7.416811,5,1,0
2082.73,7.641915,3,3,0
2626.95,7.873959,6,5,0
1358.76,7.215063,12,0,0
1634.9,7.399948,5,0,0
3857.95,8.25815,6,6,0
2296.45,7.739555,2,5,0
4920.77,8.501424,0,4,0
2879.22,7.965622,15,5,0
1457.11,7.284896,13,4,0
1455.67,7.283908,23,1,0
1570.56,7.359824,22,2,0
4832.12,8.483248,17,5,0
1658.51,7.414278,7,6,0
4408.05,8.391415,15,6,0
350.97,5.863546,8,1,0
2179.9,7.687493,4,0,0
3352.47,8.117751,9,3,0
1121.67,7.023465,16,4,0
3181.06,8.065284,1,2,0
46.56,3.861992,11,2,0
3878.63,8.263495,7,6,0
494.44,6.205446,19,5,0
4036.15,8.303294,6,0,0
4616.71,8.437654,11,0,0
123.06,4.820765,5,6,0
389.02,5.966198,8,2,0
386.68,5.96018,19,3,0
2946.6,7.988747,13,1,0
3821.15,8.248568,15,1,0
3469.31,8.151999,21,4,0
2573.44,7.853387,18,4,0
1564.85,7.356184,15,3,0
3315.6,8.106695,4,0,0
1651.63,7.410123,2,1,0
3903.82,8.269967,9,4,0
1857.31,7.527423,6,1,0
236.73,5.471136,4,2,0
812.89,6.701825,22,3,0
3126.51,8.047992,16,2,0
2728.67,7.911936,18,4,0
949.72,6.85722,9,5,0
998.8,6.907555,1,5,0
3612.94,8.192554,23,6,0
4183.77,8.339207,14,5,0
4414.42,8.392858,21,0,0
178.03,5.187553,9,4,0
3342.37,8.114735,8,6,0
1076.3,6.982213,2,4,0
3654.6,8.204016,0,5,0
4365.62,8.381745,22,4,0
1769.47,7.479,20,0,0
1746.29,7.465821,4,3,0
1652.05,7.410377,10,4,0
3030.25,8.01673,10,5,0
3488.4,8.157485,13,5,0
3128.13,8.04851,22,3,0
4038.72,8.303931,19,0,0
3537.42,8.171436,10,2,0
4927.71,8.502833,5,0,0
2817.79,7.944063,0,4,0
4893.29,8.495824,3,4,0
424.35,6.052912,2,3,0
24.74,3.248046,16,5,0
1814.87,7.50432,0,2,0
2239.73,7.714557,0,2,0
3719.32,8.221565,6,6,0
4328.5,8.373207,22,2,0
2825.92,7.946943,23,5,0
1482.32,7.302038,3,0,0
2609.08,7.867136,20,2,0
3172.4,8.062559,19,6,0
1369.15,7.222676,7,4,0
1641.8,7.404157,21,0,0
1365.5,7.220008,22,3,0
1608.24,7.383517,3,0,0
1550.42,7.346926,16,5,0
4972.75,8.511929,19,2,0
4591.04,8.43208,8,4,0
3183.77,8.066135,20,0,0
3967.62,8.286174,11,3,0
3405.17,8.133344,3,0,0
1142.29,7.041665,16,5,0
1077.04,6.9829,21,4,0
2645.12,7.88085,19,0,0
1531.39,7.334584,22,4,0
3568.42,8.180158,6,4,0
208.57,5.345058,13,5,0
778.67,6.658871,21,2,0
4640.75,8.442847,22,3,0
1909.61,7.555178,22,1,0
4780.21,8.472449,6,0,0
365.67,5.904462,20,0,0
2681.51,7.894508,20,5,0
2029.08,7.61583,11,2,0
770.66,6.648544,20,6,0
2103.61,7.651885,22,3,0
1383.39,7.233015,23,4,0
4007.62,8.296202,22,1,0
1368.98,7.222551,8,1,0
313.54,5.751111,20,5,0
3072.54,8.030585,3,4,0
2461.31,7.808855,4,3,0
1904.93,7.552725,12,2,0
1634.29,7.399575,18,1,0
4329.47,8.373431,13,5,0
2177.5,7.686392,7,4,0
4632.01,8.440962,15,6,0
360.43,5.890068,7,3,0
2776.05,7.929144,15,1,1
158.1,5.069533,3,0,0
3265.92,8.091603,8,5,0
3678.42,8.21051,7,6,0
2309.5,7.745219,4,3,0
2108.13,7.654031,9,2,0
1381.81,7.231873,11,4,0
2160.08,7.678363,21,6,0
116.24,4.764223,1,5,0
2781.79,7.931209,21,2,0
24.45,3.236716,13,5,0
934.07,6.840621,21,5,0
4826.77,8.48214,12,2,0
4158.77,8.333215,1,3,0
1172.51,7.067755,16,5,0
312.9,5.749074,13,0,0
2763.57,7.92464,10,6,0
3746.38,8.228812,21,0,0
4170.85,8.336115,3,2,0
670.38,6.509335,7,1,0
2558.68,7.847638,14,0,0
2731.06,7.912811,23,3,0
1886.66,7.543093,17,6,0
2231.07,7.710685,22,4,0
4667.04,8.448495,13,4,0
1527.55,7.332075,16,3,0
3516.7,8.165563,8,1,0
4215.91,8.346858,15,3,0
4254.36,8.355935,2,5,0
1868.62,7.53349,23,2,0
258.33,5.558101,5,1,0
433.61,6.074449,20,0,0
1476.82,7.298323,14,1,0
173.64,5.162727,10,3,0
3728.66,8.224072,21,6,0
2585.65,7.858119,23,4,0
353.19,5.869833,2,0,0
1958.57,7.58048,13,6,0
273.41,5.614623,6,2,0
1207.48,7.097119,21,6,0
88.75,4.497028,23,6,0
3547.37,8.174244,13,0,0
3683.21,8.211811,1,1,0
3551.98,8.175542,10,2,0
3573.15,8.181483,3,5,0
4448.6,8.400569,15,0,0
2612.02,7.868262,17,2,0
1129.52,7.030433,0,4,0
1247.68,7.129842,16,3,0
1001.57,6.910322,0,6,0
1120.02,7.021994,18,1,0
1661.29,7.415951,4,5,0
1592.25,7.373531,11,5,0
1498.48,7.312874,21,3,0
1326.99,7.191422,11,6,0
1665.72,7.418613,5,5,0
572.1,6.35106,3,3,0
848.15,6.744236,14,1,0
1792.6,7.49198,4,5,0
1473.54,7.296101,13,6,0
3738.51,8.22671,4,5,0
3361.41,8.120413,16,5,0
2462.59,7.809375,2,3,0
4930.15,8.503328,3,5,0
3246.96,8.085782,5,6,0
566.77,6.341716,16,2,0
1905.91,7.553239,10,0,0
558.26,6.326614,5,6,0
323.06,5.780929,13,0,0
1995.64,7.599221,16,0,0
1931.84,7.566746,23,2,0
3869.69,8.261188,20,4,0
2185.1,7.689874,10,0,0
1941.63,7.571798,2,0,0
2707.53,7.904161,0,0,0
2894.68,7.970975,11,3,0
529.88,6.274536,12,6,0
1093.49,6.998044,5,4,0
4353.15,8.378885,14,6,0
2787.67,7.93332,23,6,0
3445.29,8.145054,8,6,0
2574.59,7.853834,16,0,0
1886.87,7.543204,2,2,0
276.73,5.626649,6,1,0
4367.88,8.382262,9,6,0
4807.35,8.478109,20,3,0
612.63,6.419392,4,0,0
4599.9,8.434007,0,6,0
4403.35,8.390348,7,4,0
87.84,4.486837,17,5,0
1431.27,7.267016,13,0,0
1081.96,6.987453,13,2,0
3834.78,8.252128,20,2,0
2518.79,7.831931,22,2,0
2316.52,7.748253,16,3,0
688.07,6.535343,23,2,0
1481.2,7.301283,8,0,0
1979.72,7.591216,10,3,0
4378.35,8.384656,8,0,0
2184.61,7.68965,10,5,0
3170.16,8.061853,16,1,0
1801.88,7.497141,10,1,0
259.22,5.561527,8,0,0
303.26,5.717883,11,5,0
1218.32,7.106049,4,4,0
227.16,5.430047,16,1,0
2024.91,7.613774,12,1,0
4539.05,8.420693,9,4,0
3890.77,8.266619,12,1,0
2996.73,8.005611,2,5,0
3235.92,8.082378,6,3,0
3793.11,8.241205,16,5,0
425.87,6.05648,17,3,0
1519.09,7.326525,5,2,0
2469.84,7.812313,18,2,0
3934.28,8.277737,15,6,0
750.35,6.621872,16,1,0
3213.86,8.075539,21,5,0
979.99,6.888562,0,5,0
393.83,5.978455,7,2,0
3982.91,8.290019,21,2,0
2976.05,7.998688,11,2,0
280.68,5.640772,8,1,0
4081.06,8.314357,17,2,0
89.41,4.504355,13,2,0
4863.22,8.489662,22,2,0
602.9,6.403409,7,1,0
1387.94,7.236296,3,4,0
4927.77,8.502845,21,0,0
1359.96,7.215946,6,5,0
3124.28,8.047279,5,2,0
2626.3,7.873712,8,5,0
4338.37,8.375484,3,0,0
119.38,4.790653,12,4,0
1293.04,7.165524,1,0,0
3137.49,8.051497,16,2,1
4892.79,8.495722,19,5,0
3152.91,8.056398,9,6,0
4599.75,8.433975,0,2,0
4413.58,8.392668,0,1,0
3199.94,8.0712,6,0,0
2204.11,7.698533,21,1,0
2687.84,7.896865,16,2,0
4228.5,8.349839,7,5,0
2437.06,7.798958,9,2,0
4843.33,8.485564,1,3,0
4090.37,8.316635,18,1,0
817.81,6.707852,17,5,0
1385.8,7.234754,14,1,0
3721.01,8.222019,8,3,0
746.63,6.616908,1,5,0
1212.57,7.101322,20,1,0
2349.59,7.762422,18,5,0
1818.55,7.506344,16,4,0
1430.92,7.266771,12,2,0
670.89,6.510095,9,1,0
3377.35,8.125143,16,3,0
396.32,5.984742,21,3,0
3467.46,8.151466,11,0,0
4191.91,8.34115,10,3,0
1784.71,7.487571,22,1,0
496.67,6.209937,14,1,0
4144.86,8.329866,17,5,0
4181.95,8.338772,3,3,0
2120.36,7.659813,11,1,0
2043.4,7.62286,10,4,0
175.86,5.175358,21,0,0
305.37,5.724794,7,2,0
1882.75,7.54102,17,4,0
1800.23,7.496225,10,3,0
910.44,6.815026,4,5,0
1641.42,7.403926,6,3,0
4267.13,8.358931,10,4,0
3990.62,8.291952,3,2,0
2710.03,7.905084,21,0,0
1846.7,7.521697,13,1,0
224.04,5.416278,6,1,0
965.65,6.873836,8,0,0
2795.65,7.936178,16,6,0
3117.99,8.045265,18,5,0
512.64,6.241523,8,0,0
4807.52,8.478145,15,0,0
3571.75,8.181091,10,0,0
3022.09,8.014035,2,4,0
4597.89,8.43357,3,6,0
1.38,0.8671,22,4,0
1348.62,7.207578,10,4,0
2957.66,7.992492,1,1,0
4346.44,8.377342,22,1,0
1098.88,7.002956,18,3,0
4732.44,8.462407,3,2,0
1450.03,7.280029,22,0,0
3723.98,8.222817,5,6,0
720.58,6.581443,3,5,0
4954.32,8.508217,9,1,0
4603.39,8.434765,15,2,0
4865.03,8.490034,18,4,0
3408.94,8.13445,10,2,0
423.68,6.051336,23,2,0
4049.28,8.306541,5,6,0
4245.74,8.353907,7,4,0
645.6,6.471728,5,1,0
2992.38,8.004158,11,4,0
3495.45,8.159503,13,5,0
4020.48,8.299405,12,4,0
4090.78,8.316735,22,6,0
2406.07,7.786166,7,2,0
3943.06,8.279966,16,3,0
546.7,6.305728,10,5,0
4403.01,8.390271,4,3,0
955.79,6.863584,5,0,0
3228.24,8.080002,14,2,0
2119.7,7.659502,0,6,0
1034.51,6.942649,20,5,0
413.62,6.027362,0,5,0
4645.66,8.443904,19,6,0
1683.91,7.429467,4,5,0
4612.8,8.436807,16,5,0
1736.39,7.460139,20,5,0
1613.42,7.386731,7,3,0
3443.63,8.144572,14,1,0
1367.96,7.221807,9,1,0
4366.08,8.38185,9,4,0
3031.92,8.017281,4,4,0
4208.8,8.34517,7,6,0
557.11,6.324556,3,5,0
4541.63,8.421261,20,6,0
2219.9,7.705668,3,4,0
4847.63,8.486451,1,2,0
3405.76,8.133517,3,6,0
2453.5,7.805678,11,4,0
4980.45,8.513476,15,3,0
4093.94,8.317507,2,5,0
4847.42,8.486408,15,6,0
4114.47,8.322508,4,6,0
2798.36,7.937146,11,0,0
872.97,6.773046,11,5,0
3429.63,8.140499,7,3,1
2759.7,7.92324,11,4,0
361.2,5.892197,2,2,0
1563.87,7.355558,9,5,0
2751.0,7.920083,15,5,0
2863.86,7.960275,14,3,0
4386.11,8.386426,10,5,0
969.36,6.877667,5,6,0
1589.12,7.371565,14,2,0
1199.98,7.090893,18,6,0
2628.9,7.874701,20,3,0
831.4,6.724313,13,3,0
2590.59,7.860027,6,1,0
1868.43,7.533389,0,5,0
1733.08,7.458232,19,6,0
3980.56,8.289429,18,0,0
4311.01,8.369159,11,2,0
499.2,6.215008,6,5,0
376.3,5.933041,21,2,0
4522.54,8.41705,10,2,0
3008.13,8.009406,11,5,0
3118.15,8.045316,19,6,0
377.74,5.93685,20,6,0
296.49,5.695381,19,3,0
459.1,6.131444,3,6,0
4645.98,8.443973,6,2,0
4185.25,8.339561,18,1,0
479.4,6.174619,5,5,0
4027.83,8.301231,4,4,0
3720.97,8.222008,2,0,0
771.1,6.649114,6,5,0
2488.71,7.819922,21,1,0
831.06,6.723905,11,2,0
3323.71,8.109138,14,6,0
1054.77,6.962026,22,3,0
2372.89,7.772285,12,4,0
4557.03,8.424646,16,3,0
359.35,5.887076,11,0,0
4727.14,8.461287,12,3,0
275.58,5.6225,19,1,0
2372.94,7.772306,9,6,0
2924.38,7.98118,12,4,0
4372.08,8.383223,16,5,0
225.65,5.423407,10,1,0
855.12,6.752411,16,3,0
1805.23,7.498997,8,4,0
639.39,6.462077,4,3,0
2069.54,7.635565,0,4,1
1458.18,7.28563,22,2,0
3229.17,8.08029,0,3,0
1225.55,7.111961,12,4,0
442.32,6.094292,12,4,0
2904.34,7.974306,0,6,0
1214.44,7.102861,21,6,0
1663.7,7.4174,11,2,0
3710.06,8.219073,7,6,0
273.09,5.613457,9,6,0
445.86,6.102245,10,2,0
2895.24,7.971169,12,3,0
753.94,6.626638,2,6,0
1465.72,7.290784,20,0,0
144.44,4.979764,15,1,0
3152.9,8.056395,3,1,0
1342.19,7.202803,10,6,0
2377.97,7.774423,21,4,0
2591.0,7.860185,12,1,0
3292.74,8.099779,4,1,0
3269.9,8.09282,14,3,0
3439.13,8.143265,21,3,0
588.68,6.37958,23,0,0
501.09,6.218779,14,0,0
1219.6,7.107098,4,5,0
3282.01,8.096516,7,6,0
4678.79,8.451009,23,4,0
2741.23,7.916527,22,5,0
932.09,6.838502,1,2,0
2597.02,7.862505,2,5,0
4365.78,8.381781,19,5,0
1065.48,6.972119,12,0,0
3590.03,8.186194,20,3,0
4443.32,8.399382,12,2,0
4338.56,8.375528,12,2,0
3198.08,8.070619,8,6,0
3004.52,8.008206,4,0,0
3629.83,8.197217,1,2,0
2116.78,7.658124,9,2,0
1877.03,7.537979,18,3,0
1154.45,7.052245,23,1,0
1411.88,7.253385,4,1,0
1028.8,6.93712,11,2,0
4313.64,8.369769,2,2,0
473.62,6.162514,10,1,0
4287.51,8.363695,23,4,0
1544.42,7.343051,0,0,0
3529.34,8.169149,0,6,0
4403.02,8.390273,15,6,0
1345.03,7.204915,13,0,0
1741.9,7.463306,13,1,0
2174.85,7.685175,18,6,0
3098.61,8.039032,11,0,1
2092.97,7.646817,14,3,0
4286.86,8.363543,19,6,0
4983.71,8.514131,14,5,0
1906.25,7.553418,6,3,0
4542.63,8.421482,14,3,0
4497.47,8.411493,10,1,0
4006.04,8.295808,23,1,0
4868.82,8.490812,23,1,0
4650.63,8.444973,0,1,0
600.57,6.399543,13,3,0
4180.16,8.338344,21,2,0
479.49,6.174806,20,4,0
1288.06,7.161669,9,3,0
2368.62,7.770485,2,5,0
4624.96,8.439439,19,0,0
3159.45,8.05847,8,0,0
3151.17,8.055846,10,3,0
1227.08,7.113207,10,6,0
4763.85,8.469021,5,3,0
2020.19,7.611442,0,4,0
3456.53,8.14831,6,2,0
2893.99,7.970737,12,6,0
1302.38,7.172716,17,3,0
2284.33,7.734266,1,3,0
1812.18,7.502837,23,1,0
1484.44,7.303466,10,2,0
4681.69,8.451628,5,6,0
3423.36,8.13867,21,5,0
1250.5,7.132098,23,6,0
1983.79,7.593268,17,6,0
3171.15,8.062165,19,4,0
470.43,6.155771,21,2,0
2371.77,7.771813,18,1,0
4913.62,8.49997,12,6,0
456.02,6.124727,1,1,0
1483.15,7.302597,19,0,0
3394.26,8.130136,8,6,0
4761.41,8.468509,7,5,0
962.45,6.870521,18,6,0
217.47,5.386649,5,3,0
4177.68,8.337751,3,2,0
4252.23,8.355434,15,2,0
1971.49,7.587052,5,5,0
2849.1,7.955109,23,4,0
1905.83,7.553197,22,2,0
3168.25,8.06125,5,1,0
36.72,3.63019,14,6,0
4853.87,8.487738,8,0,0
2457.81,7.807433,23,2,0
3757.14,8.231679,22,4,0
1304.48,7.174326,0,6,0
4633.79,8.441346,1,0,0
1456.27,7.28432,1,5,0
3200.69,8.071434,12,2,0
1156.72,7.054208,15,1,0
3192.35,8.068826,3,3,0
4579.39,8.429539,12,6,0
4597.72,8.433533,6,3,0
308.27,5.734215,6,1,0
4011.88,8.297264,10,5,0
3551.95,8.175534,19,3,0
4728.55,8.461585,14,6,0
3639.82,8.199964,2,5,0
2784.3,7.932111,10,4,0
4164.39,8.334565,16,2,0
196.81,5.287307,23,0,0
916.75,6.821925,13,2,0
1825.6,7.510212,16,4,0
566.23,6.340765,17,4,0
752.72,6.625021,6,6,0
1849.81,7.523379,2,4,0
1537.75,7.338726,6,3,0
2810.28,7.941395,8,2,0
4980.29,8.513444,3,3,0
4353.04,8.378859,11,0,0
3282.07,8.096534,10,4,0
4530.52,8.418813,14,6,0
1371.98,7.224739,6,0,0
565.03,6.338647,22,3,0
4222.18,8.348344,0,3,0
4903.52,8.497913,20,3,0
3410.6,8.134937,23,0,0
3385.35,8.127508,17,1,0
1494.21,7.310022,3,0,0
4571.35,8.427783,11,2,0
3703.35,8.217263,10,0,0
184.0,5.220356,2,6,0
641.75,6.465756,14,0,0
506.23,6.228965,20,6,0
1698.8,7.438266,6,1,0
4535.83,8.419984,14,1,0
4531.24,8.418972,8,4,0
2004.1,7.603449,11,5,0
2724.31,7.910337,2,0,0
2635.37,7.877158,12,1,0
2388.77,7.778952,4,6,0
1527.34,7.331937,16,3,0
4053.23,8.307516,9,1,0
173.71,5.163127,12,4,0
1528.07,7.332415,10,3,0
688.04,6.535299,15,2,0
2467.87,7.811516,10,0,0
3033.31,8.017739,8,2,0
4783.87,8.473214,16,6,0
3307.29,8.104187,13,2,0
4171.2,8.336199,20,5,0
4234.62,8.351285,13,3,0
711.43,6.568682,15,3,0
1118.67,7.020789,14,3,0
2288.92,7.736272,15,6,0
2579.99,7.855928,0,5,0
4204.64,8.344182,19,3,0
3107.12,8.041773,12,3,0
167.1,5.124559,15,5,0
2565.02,7.850111,7,3,0
2937.04,7.985498,16,5,0
1466.69,7.291445,11,6,0
3867.86,8.260715,15,0,0
3641.12,8.200321,12,1,0
1300.26,7.171088,16,0,0
2754.86,7.921485,6,0,0
3726.91,8.223603,13,0,0
3785.11,8.239094,19,1,0
2792.95,7.935212,8,6,0
4411.65,8.392231,20,6,0
622.67,6.435621,6,2,0
1015.39,6.924012,16,6,0
1771.23,7.479994,22,4,0
4187.55,8.34011,14,3,0
1765.28,7.476631,10,2,0
4623.55,8.439134,15,6,0
3970.28,8.286844,20,2,0
466.71,6.147848,19,0,0
58.13,4.079738,2,1,0
3290.38,8.099062,21,2,0
2193.26,7.6936,13,5,0
4630.58,8.440653,21,2,0
2988.8,8.002962,8,1,0
205.54,5.330494,23,5,0
360.51,5.89029,22,5,0
1215.47,7.103709,18,6,0
45.64,3.842459,6,3,0
765.1,6.641313,14,6,0
2049.18,7.625683,10,5,0
1930.23,7.565912,18,2,0
4135.19,8.32753,22,5,0
3139.32,8.05208,12,1,0
3569.44,8.180444,8,0,0
3893.14,8.267228,1,5,0
3055.76,8.025111,18,3,0
2463.48,7.809736,5,5,0
4529.59,8.418607,2,5,0
4981.29,8.513645,6,0,0
4598.49,8.433701,10,5,0
4927.64,8.502818,18,0,0
3686.98,8.212834,6,3,0
3126.94,8.04813,16,2,0
2784.16,7.932061,18,2,0
4190.94,8.340919,16,0,0
4246.32,8.354043,14,3,0
1142.62,7.041954,3,5,0
988.25,6.896947,21,5,0
4776.98,8.471773,4,4,0
3920.4,8.274204,20,1,0
1373.95,7.226173,17,6,0
1182.86,7.076536,11,2,0
3047.99,8.022566,20,5,0
819.66,6.710109,1,5,0
3617.32,8.193765,8,0,0
2219.51,7.705492,4,4,0
1732.54,7.457921,19,6,0
3593.95,8.187285,2,1,0
317.51,5.763654,0,3,0
3744.38,8.228278,14,0,0
4566.61,8.426745,2,1,0
3621.76,8.194991,10,5,0
4305.91,8.367976,5,6,0
1142.83,7.042138,17,0,0
198.45,5.295564,5,4,1
